id,card_name,quantity,special_type,is_ex,card_category,pokemon_type,stage,hp,rarity,set_or_pack,source_screenshot,source_row,source_column,needs_review,review_reason,variant_notes
roggenrola_unknown_unknown_v1,Roggenrola,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,3,1,True,special_type not confirmed; visual review needed,
scraggy_unknown_unknown_v1,Scraggy,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,3,2,True,special_type not confirmed; visual review needed,
mawile_unknown_unknown_v1,Mawile,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,3,3,True,special_type not confirmed; visual review needed,
charmander_unknown_unknown_v2,Charmander,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,1,1,True,special_type not confirmed; visual review needed,
tangela_unknown_unknown_v1,Tangela,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,1,2,True,special_type not confirmed; visual review needed,user wrote tangela
treecko_unknown_unknown_v1,Treecko,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,1,3,True,special_type not confirmed; visual review needed,
surskit_unknown_unknown_v1,Surskit,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,2,1,True,special_type not confirmed; visual review needed,user wrote SUrskit
shroomish_unknown_unknown_v2,Shroomish,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,2,2,True,special_type not confirmed; visual review needed,
carnivine_unknown_unknown_v1,Carnivine,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,2,3,True,special_type not confirmed; visual review needed,
sewaddle_unknown_unknown_v1,Sewaddle,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,3,1,True,special_type not confirmed; visual review needed,
swadloon_unknown_unknown_v1,Swadloon,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,3,2,True,special_type not confirmed; visual review needed,
applin_unknown_unknown_v1,Applin,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1541.PNG,3,3,True,special_type not confirmed; visual review needed,
numel_unknown_unknown_v1,Numel,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,1,1,True,special_type not confirmed; visual review needed,
castform_sunny_form_unknown_unknown_v1,Castform Sunny Form,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,1,2,True,special_type not confirmed; visual review needed,user wrote Casstform Sunny Form
tepig_unknown_unknown_v2,Tepig,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,1,3,True,special_type not confirmed; visual review needed,
darumaka_unknown_unknown_v1,Darumaka,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,2,1,True,special_type not confirmed; visual review needed,
larvesta_unknown_unknown_v1,Larvesta,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,2,2,True,special_type not confirmed; visual review needed,
wooper_unknown_unknown_v1,Wooper,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,2,3,True,special_type not confirmed; visual review needed,
castform_rainy_form_unknown_unknown_v1,Castform Rainy Form,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,3,1,True,special_type not confirmed; visual review needed,user wrote Casstform Rainy Form
castform_snowy_form_unknown_unknown_v1,Castform Snowy Form,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,3,2,True,special_type not confirmed; visual review needed,user wrote Casstform Snowy form
clamperl_unknown_unknown_v1,Clamperl,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1542.PNG,3,3,True,special_type not confirmed; visual review needed,
cubchoo_unknown_unknown_v1,Cubchoo,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,1,1,True,special_type not confirmed; visual review needed,
sobble_unknown_unknown_v2,Sobble,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,1,2,True,special_type not confirmed; visual review needed,user wrote SObble
magnemite_unknown_unknown_v2,Magnemite,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,1,3,True,special_type not confirmed; visual review needed,
voltorb_unknown_unknown_v1,Voltorb,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,2,1,True,special_type not confirmed; visual review needed,
electrode_unknown_unknown_v1,Electrode,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,2,2,True,special_type not confirmed; visual review needed,user wrote ELectrode
morpeko_unknown_unknown_v2,Morpeko,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,2,3,True,special_type not confirmed; visual review needed,
espurr_unknown_unknown_v1,Espurr,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,3,1,True,special_type not confirmed; visual review needed,
oricorio_unknown_unknown_v1,Oricorio,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,3,2,True,special_type not confirmed; visual review needed,
bramblin_unknown_unknown_v1,Bramblin,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1543.PNG,3,3,True,special_type not confirmed; visual review needed,
trapinch_unknown_unknown_v1,Trapinch,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,1,1,True,special_type not confirmed; visual review needed,
riolu_unknown_unknown_v2,Riolu,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,1,2,True,special_type not confirmed; visual review needed,
croagunk_unknown_unknown_v1,Croagunk,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,1,3,True,special_type not confirmed; visual review needed,
throh_unknown_unknown_v1,Throh,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,2,1,True,special_type not confirmed; visual review needed,user wrote Throah
dwebble_unknown_unknown_v1,Dwebble,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,2,2,True,special_type not confirmed; visual review needed,user wrote Dweeble
stufful_unknown_unknown_v1,Stufful,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,2,3,True,special_type not confirmed; visual review needed,
rolycoly_unknown_unknown_v1,Rolycoly,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,3,1,True,special_type not confirmed; visual review needed,
silicobra_unknown_unknown_v1,Silicobra,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,3,2,True,special_type not confirmed; visual review needed,user wrote Sillicobra
kubfu_unknown_unknown_v1,Kubfu,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1544.PNG,3,3,True,special_type not confirmed; visual review needed,
koffing_unknown_unknown_v1,Koffing,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,1,1,True,special_type not confirmed; visual review needed,
qwilfish_unknown_unknown_v1,Qwilfish,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,1,2,True,special_type not confirmed; visual review needed,
seviper_unknown_unknown_v1,Seviper,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,1,3,True,special_type not confirmed; visual review needed,
zorua_unknown_unknown_v1,Zorua,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,2,1,True,special_type not confirmed; visual review needed,
vullaby_unknown_unknown_v1,Vullaby,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,2,2,True,special_type not confirmed; visual review needed,user wrote Villaby
bronzor_unknown_unknown_v1,Bronzor,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,2,3,True,special_type not confirmed; visual review needed,
chansey_unknown_unknown_v1,Chansey,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,3,1,True,special_type not confirmed; visual review needed,
castform_unknown_unknown_v1,Castform,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,3,2,True,special_type not confirmed; visual review needed,
watchog_unknown_unknown_v1,Watchog,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1545.PNG,3,3,True,special_type not confirmed; visual review needed,
lillipup_unknown_unknown_v1,Lillipup,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,1,1,True,special_type not confirmed; visual review needed,
minccino_unknown_unknown_v1,Minccino,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,1,2,True,special_type not confirmed; visual review needed,
cinccino_unknown_unknown_v1,Cinccino,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,1,3,True,special_type not confirmed; visual review needed,
potion_unknown_unknown_v1,Potion,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,2,1,True,special_type not confirmed; visual review needed,autofill verified
x_speed_unknown_unknown_v1,X Speed,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,2,2,True,special_type not confirmed; visual review needed,autofill verified
hand_scope_unknown_unknown_v1,Hand Scope,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,2,3,True,special_type not confirmed; visual review needed,
pok_dex_unknown_unknown_v1,Pokédex,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,3,1,True,special_type not confirmed; visual review needed,user wrote Pokedex
pok_ball_unknown_unknown_v1,Poké Ball,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,3,2,True,special_type not confirmed; visual review needed,user wrote Poke Ball
red_card_unknown_unknown_v1,Red Card,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1546.PNG,3,3,True,special_type not confirmed; visual review needed,
professor_s_research_unknown_unknown_v1,Professor's Research,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1547.PNG,2,1,True,special_type not confirmed; visual review needed,
victini_unknown_unknown_v2,Victini,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1547.PNG,2,2,True,special_type not confirmed; visual review needed,
zygarde_unknown_unknown_v1,Zygarde,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1547.PNG,2,3,True,special_type not confirmed; visual review needed,
zygarde_unknown_unknown_v2,Zygarde,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1547.PNG,3,1,True,special_type not confirmed; visual review needed,
